280
0.428417	0.705483	0.348855
0.418074	0.675629	0.339378
0.470240	0.663986	0.370085
0.497354	0.662258	0.381070
0.523530	0.663233	0.371290
0.575519	0.675629	0.330687
0.522880	0.675051	0.365490
0.496732	0.678365	0.370086
0.470222	0.676404	0.368240
0.366607	0.382511	0.355703
0.621971	0.380881	0.345536
0.317139	0.389450	0.327748
0.325953	0.395610	0.335880
0.335679	0.400586	0.341582
0.345895	0.404411	0.345123
0.357405	0.406199	0.348868
0.366276	0.408446	0.350187
0.378607	0.407951	0.350585
0.389578	0.406609	0.349953
0.400041	0.405203	0.349241
0.410515	0.403648	0.348711
0.421316	0.401619	0.348351
0.308408	0.382541	0.318015
0.317028	0.374753	0.323901
0.326662	0.368248	0.347295
0.337368	0.362568	0.358656
0.349744	0.360289	0.365571
0.361597	0.359515	0.365988
0.374356	0.361014	0.364565
0.386553	0.365139	0.358844
0.398202	0.370990	0.356576
0.407419	0.380434	0.351121
0.415471	0.390577	0.342932
0.672213	0.389553	0.312344
0.663759	0.396155	0.321433
0.654168	0.401412	0.327906
0.644090	0.405623	0.333554
0.632914	0.408089	0.336971
0.622602	0.409259	0.339169
0.611333	0.409404	0.340589
0.600363	0.407963	0.340565
0.589976	0.406448	0.340346
0.579605	0.404896	0.340512
0.568707	0.402631	0.341021
0.680541	0.382119	0.303021
0.672098	0.374151	0.323794
0.662446	0.367599	0.337441
0.651664	0.361847	0.348673
0.640232	0.359017	0.354340
0.627434	0.359061	0.355513
0.614685	0.360676	0.355320
0.602366	0.365137	0.350137
0.590846	0.371233	0.345895
0.581937	0.381062	0.342987
0.574083	0.391324	0.335979
0.258211	0.315803	0.300317
0.282578	0.295046	0.342372
0.312060	0.283730	0.372644
0.344311	0.284222	0.393965
0.375817	0.289156	0.407370
0.406975	0.296917	0.415859
0.436752	0.306878	0.417392
0.288878	0.313457	0.353346
0.318079	0.312690	0.374699
0.347747	0.314640	0.388878
0.376802	0.318906	0.393277
0.405682	0.324209	0.399204
0.431710	0.332724	0.397289
0.733521	0.316053	0.268446
0.707586	0.293456	0.324562
0.679082	0.283185	0.357018
0.646035	0.283742	0.384220
0.614237	0.288714	0.399940
0.580990	0.297822	0.409642
0.552961	0.307435	0.413876
0.702450	0.314513	0.335626
0.671469	0.313288	0.361363
0.642012	0.315349	0.375753
0.615399	0.317594	0.385763
0.586126	0.324784	0.387819
0.557879	0.333515	0.394334
0.405863	0.675629	0.331858
0.416121	0.663684	0.345033
0.426482	0.656814	0.365323
0.436627	0.649148	0.379365
0.447614	0.642884	0.389774
0.459124	0.636778	0.397430
0.470969	0.633764	0.402806
0.483491	0.634329	0.405879
0.495991	0.638450	0.405497
0.508144	0.636233	0.405417
0.520529	0.634224	0.402823
0.533568	0.635161	0.395872
0.545486	0.640783	0.387512
0.556623	0.647982	0.377004
0.567487	0.655281	0.360942
0.579404	0.663233	0.336781
0.588285	0.676739	0.321533
0.418074	0.675629	0.339378
0.429729	0.670819	0.344689
0.440275	0.668044	0.344301
0.448858	0.665021	0.359029
0.458132	0.663694	0.364654
0.467835	0.661892	0.369280
0.477647	0.661013	0.371579
0.487083	0.661383	0.380618
0.497354	0.662258	0.381070
0.506324	0.661938	0.379691
0.516130	0.661568	0.377650
0.525824	0.661623	0.369723
0.535741	0.663973	0.360867
0.545177	0.666749	0.356887
0.554612	0.670634	0.340390
0.564788	0.672299	0.336055
0.575519	0.675629	0.330687
0.430100	0.675814	0.348357
0.439350	0.676184	0.352374
0.449019	0.676732	0.358769
0.457954	0.677647	0.363600
0.467816	0.678954	0.367009
0.477207	0.680597	0.369386
0.487178	0.681705	0.370140
0.496764	0.682172	0.369809
0.506086	0.681679	0.369814
0.515941	0.680544	0.368646
0.525355	0.679308	0.363150
0.534992	0.677361	0.361120
0.544619	0.676561	0.355315
0.554612	0.675444	0.342394
0.565158	0.676369	0.338717
0.414166	0.681097	0.337563
0.423125	0.692228	0.347392
0.431520	0.704206	0.351044
0.442321	0.711627	0.361762
0.454794	0.720498	0.359654
0.467761	0.726150	0.361535
0.482844	0.726436	0.361212
0.497019	0.726483	0.360547
0.511559	0.726528	0.358669
0.526611	0.725485	0.356912
0.539905	0.717716	0.359823
0.552225	0.710821	0.353409
0.562458	0.700727	0.345996
0.571838	0.691246	0.336391
0.580457	0.679850	0.327355
0.396371	0.380742	0.355434
0.394865	0.389768	0.352605
0.390509	0.397816	0.350147
0.383777	0.404014	0.350903
0.375396	0.407690	0.350580
0.366276	0.408446	0.350187
0.357405	0.406199	0.348868
0.349744	0.401194	0.345940
0.344123	0.393972	0.343691
0.341152	0.385317	0.345302
0.341152	0.376166	0.346640
0.344123	0.367511	0.350567
0.349744	0.360289	0.365571
0.357405	0.355284	0.368867
0.366276	0.353037	0.370219
0.375396	0.353793	0.370451
0.383777	0.357469	0.366316
0.390509	0.363667	0.360511
0.394865	0.371715	0.356966
0.595542	0.380881	0.346287
0.596974	0.372299	0.348015
0.601115	0.364647	0.352396
0.607516	0.358755	0.355805
0.615483	0.355260	0.359201
0.624153	0.354542	0.358312
0.632587	0.356678	0.356742
0.639871	0.361436	0.351001
0.645215	0.368302	0.343285
0.648040	0.376530	0.335354
0.648040	0.385231	0.334738
0.645215	0.393459	0.332301
0.639871	0.400325	0.332311
0.632587	0.405083	0.336842
0.624153	0.407219	0.339336
0.615483	0.406501	0.340531
0.607516	0.403006	0.341211
0.601115	0.397114	0.341997
0.596974	0.389462	0.344483
0.368572	0.380742	0.357120
0.621971	0.380881	0.345536
