124
0.298574	0.386488	0.310317
0.297797	0.397051	0.310355
0.306281	0.381002	0.317060
0.301076	0.406480	0.314117
0.306395	0.390795	0.318193
0.302408	0.416300	0.316107
0.307314	0.400466	0.319391
0.314802	0.380817	0.322915
0.309102	0.410321	0.320671
0.307588	0.423573	0.320490
0.313206	0.391220	0.325446
0.314916	0.400870	0.326621
0.314611	0.417502	0.324408
0.313356	0.431153	0.325030
0.321621	0.386030	0.329309
0.320628	0.411338	0.329146
0.320764	0.425071	0.328060
0.323394	0.397652	0.333985
0.323826	0.435947	0.330902
0.327397	0.418963	0.331864
0.331839	0.387538	0.336185
0.329968	0.405587	0.337399
0.331520	0.429775	0.333300
0.335447	0.440910	0.336438
0.337696	0.394656	0.340158
0.337854	0.413904	0.339171
0.338972	0.423798	0.336471
0.340778	0.404713	0.343550
0.343769	0.434724	0.338285
0.346361	0.418275	0.341048
0.348958	0.398085	0.344949
0.349576	0.409655	0.345704
0.351880	0.428683	0.340388
0.352544	0.439335	0.341433
0.357535	0.401150	0.348838
0.359165	0.413760	0.346784
0.360038	0.422936	0.343300
0.360947	0.433161	0.342726
0.361623	0.444125	0.344034
0.367391	0.404758	0.350441
0.368749	0.417386	0.346646
0.369255	0.427359	0.344204
0.370372	0.437918	0.345102
0.376555	0.401091	0.351152
0.377552	0.411172	0.349436
0.378353	0.421276	0.346140
0.379225	0.431828	0.346009
0.380058	0.442589	0.346955
0.386364	0.403837	0.350525
0.387151	0.414256	0.348208
0.388363	0.425333	0.346899
0.389142	0.436219	0.347646
0.394938	0.398766	0.349984
0.396960	0.417966	0.347728
0.398177	0.429431	0.348110
0.404101	0.406113	0.349024
0.407009	0.422187	0.348403
0.407817	0.433599	0.350428
0.406426	0.395924	0.348884
0.413421	0.410167	0.348717
0.416667	0.426375	0.351011
0.416873	0.397350	0.348173
0.423673	0.414918	0.350325
0.572137	0.402990	0.341053
0.568040	0.416004	0.342731
0.581667	0.396563	0.340427
0.577782	0.411381	0.340475
0.575251	0.423933	0.341722
0.586944	0.407275	0.340367
0.585001	0.419740	0.339454
0.583787	0.431568	0.340715
0.592124	0.396602	0.341320
0.594761	0.415873	0.338813
0.593326	0.427568	0.338374
0.592817	0.439074	0.339589
0.600056	0.404597	0.340989
0.603562	0.420088	0.337572
0.602485	0.431201	0.336936
0.602075	0.442315	0.337806
0.609593	0.400547	0.340907
0.614106	0.409949	0.340261
0.612813	0.423662	0.335522
0.611960	0.434373	0.335187
0.619252	0.401671	0.339647
0.615935	0.444799	0.334935
0.623285	0.413601	0.338047
0.621951	0.426448	0.333377
0.629027	0.403834	0.338584
0.625714	0.436535	0.331938
0.632151	0.416422	0.335035
0.637271	0.399560	0.333835
0.635466	0.425250	0.330191
0.634219	0.442843	0.329971
0.642115	0.409152	0.333884
0.644994	0.418040	0.329355
0.643264	0.431096	0.326257
0.648995	0.394659	0.329060
0.647115	0.441350	0.325239
0.654027	0.402916	0.327906
0.653500	0.413536	0.326630
0.651930	0.423338	0.323740
0.655149	0.433306	0.320935
0.658498	0.390052	0.322597
0.663616	0.400444	0.321639
0.663768	0.411835	0.319915
0.662845	0.421994	0.317523
0.662868	0.439644	0.317994
0.665857	0.385010	0.315665
0.669281	0.428360	0.313102
0.671680	0.394958	0.315063
0.672387	0.407686	0.313518
0.672137	0.417653	0.311610
0.676618	0.434603	0.309440
0.673523	0.385274	0.308855
0.678393	0.424022	0.306732
0.678621	0.394653	0.307602
0.679820	0.407403	0.305954
0.685623	0.413583	0.300294
0.687243	0.423249	0.299907
0.681858	0.386502	0.302528
0.685443	0.398221	0.299654
0.691445	0.404209	0.293799
0.689069	0.388784	0.295220
0.695528	0.393826	0.288534
